"","Units","scenario","year","market","value"
"90","1990$/tC","Baseline",1990,"Europe_EasternCO2",0
"91","1990$/tC","Baseline",1990,"Europe_EasternCO2_LUC",0
"92","1990$/tC","Baseline",1990,"Europe_Non_EUCO2",0
"93","1990$/tC","Baseline",1990,"Europe_Non_EUCO2_LUC",0
"94","1990$/tC","Baseline",1990,"European Free Trade AssociationCO2",0
"95","1990$/tC","Baseline",1990,"European Free Trade AssociationCO2_LUC",0
"96","1990$/tC","Baseline",1990,"IndiaCO2",0
"97","1990$/tC","Baseline",1990,"IndiaCO2_LUC",0
"98","1990$/tC","Baseline",1990,"IndonesiaCO2",0
"99","1990$/tC","Baseline",1990,"IndonesiaCO2_LUC",0
"100","1990$/tC","Baseline",1990,"JapanCO2",0
"101","1990$/tC","Baseline",1990,"JapanCO2_LUC",0
"102","1990$/tC","Baseline",1990,"MexicoCO2",0
"103","1990$/tC","Baseline",1990,"MexicoCO2_LUC",0
"104","1990$/tC","Baseline",1990,"Middle EastCO2",0
"105","1990$/tC","Baseline",1990,"Middle EastCO2_LUC",0
"106","1990$/tC","Baseline",1990,"PakistanCO2",0
"107","1990$/tC","Baseline",1990,"PakistanCO2_LUC",0
"108","1990$/tC","Baseline",1990,"RussiaCO2",0
"109","1990$/tC","Baseline",1990,"RussiaCO2_LUC",0
"110","1990$/tC","Baseline",1990,"South AfricaCO2",0
"111","1990$/tC","Baseline",1990,"South AfricaCO2_LUC",0
"112","1990$/tC","Baseline",1990,"South America_NorthernCO2",0
"113","1990$/tC","Baseline",1990,"South America_NorthernCO2_LUC",0
"114","1990$/tC","Baseline",1990,"South America_SouthernCO2",0
"115","1990$/tC","Baseline",1990,"South America_SouthernCO2_LUC",0
"116","1990$/tC","Baseline",1990,"South AsiaCO2",0
"117","1990$/tC","Baseline",1990,"South AsiaCO2_LUC",0
"118","1990$/tC","Baseline",1990,"South KoreaCO2",0
"119","1990$/tC","Baseline",1990,"South KoreaCO2_LUC",0
"120","1990$/tC","Baseline",1990,"Southeast AsiaCO2",0
"121","1990$/tC","Baseline",1990,"Southeast AsiaCO2_LUC",0
"122","1990$/tC","Baseline",1990,"TaiwanCO2",0
"123","1990$/tC","Baseline",1990,"USACO2",0
"124","1990$/tC","Baseline",1990,"USACO2_LUC",0
"125","1990$/tC","Baseline",2005,"Africa_EasternCO2",0
"126","1990$/tC","Baseline",2005,"Africa_EasternCO2_LUC",0
"127","1990$/tC","Baseline",2005,"Africa_NorthernCO2",0
"128","1990$/tC","Baseline",2005,"Africa_NorthernCO2_LUC",0
"129","1990$/tC","Baseline",2005,"Africa_SouthernCO2",0
"130","1990$/tC","Baseline",2005,"Africa_SouthernCO2_LUC",0
"131","1990$/tC","Baseline",2005,"Africa_WesternCO2",0
"132","1990$/tC","Baseline",2005,"Africa_WesternCO2_LUC",0
"133","1990$/tC","Baseline",2005,"ArgentinaCO2",0
"134","1990$/tC","Baseline",2005,"ArgentinaCO2_LUC",0
"135","1990$/tC","Baseline",2005,"Australia_NZCO2",0
"136","1990$/tC","Baseline",2005,"Australia_NZCO2_LUC",0
"137","1990$/tC","Baseline",2005,"BrazilCO2",0
"138","1990$/tC","Baseline",2005,"BrazilCO2_LUC",0
"139","1990$/tC","Baseline",2005,"CanadaCO2",0
"140","1990$/tC","Baseline",2005,"CanadaCO2_LUC",0
"141","1990$/tC","Baseline",2005,"Central America and CaribbeanCO2",0
"142","1990$/tC","Baseline",2005,"Central America and CaribbeanCO2_LUC",0
"143","1990$/tC","Baseline",2005,"Central AsiaCO2",0
"144","1990$/tC","Baseline",2005,"Central AsiaCO2_LUC",0
"145","1990$/tC","Baseline",2005,"ChinaCO2",0
"146","1990$/tC","Baseline",2005,"ChinaCO2_LUC",0
"147","1990$/tC","Baseline",2005,"ColombiaCO2",0
"148","1990$/tC","Baseline",2005,"ColombiaCO2_LUC",0
"149","1990$/tC","Baseline",2005,"EU-12CO2",0
"150","1990$/tC","Baseline",2005,"EU-15CO2",0
"151","1990$/tC","Baseline",2005,"EUCO2_LUC",0
"152","1990$/tC","Baseline",2005,"Europe_EasternCO2",0
"153","1990$/tC","Baseline",2005,"Europe_EasternCO2_LUC",0
"154","1990$/tC","Baseline",2005,"Europe_Non_EUCO2",0
"155","1990$/tC","Baseline",2005,"Europe_Non_EUCO2_LUC",0
"156","1990$/tC","Baseline",2005,"European Free Trade AssociationCO2",0
"157","1990$/tC","Baseline",2005,"European Free Trade AssociationCO2_LUC",0
"158","1990$/tC","Baseline",2005,"IndiaCO2",0
"159","1990$/tC","Baseline",2005,"IndiaCO2_LUC",0
"160","1990$/tC","Baseline",2005,"IndonesiaCO2",0
"161","1990$/tC","Baseline",2005,"IndonesiaCO2_LUC",0
"162","1990$/tC","Baseline",2005,"JapanCO2",0
"163","1990$/tC","Baseline",2005,"JapanCO2_LUC",0
"164","1990$/tC","Baseline",2005,"MexicoCO2",0
"165","1990$/tC","Baseline",2005,"MexicoCO2_LUC",0
"166","1990$/tC","Baseline",2005,"Middle EastCO2",0
"167","1990$/tC","Baseline",2005,"Middle EastCO2_LUC",0
"168","1990$/tC","Baseline",2005,"PakistanCO2",0
"169","1990$/tC","Baseline",2005,"PakistanCO2_LUC",0
"170","1990$/tC","Baseline",2005,"RussiaCO2",0
"171","1990$/tC","Baseline",2005,"RussiaCO2_LUC",0
"172","1990$/tC","Baseline",2005,"South AfricaCO2",0
"173","1990$/tC","Baseline",2005,"South AfricaCO2_LUC",0
"174","1990$/tC","Baseline",2005,"South America_NorthernCO2",0
"175","1990$/tC","Baseline",2005,"South America_NorthernCO2_LUC",0
"176","1990$/tC","Baseline",2005,"South America_SouthernCO2",0
"177","1990$/tC","Baseline",2005,"South America_SouthernCO2_LUC",0
"178","1990$/tC","Baseline",2005,"South AsiaCO2",0
"179","1990$/tC","Baseline",2005,"South AsiaCO2_LUC",0
"180","1990$/tC","Baseline",2005,"South KoreaCO2",0
"181","1990$/tC","Baseline",2005,"South KoreaCO2_LUC",0
"182","1990$/tC","Baseline",2005,"Southeast AsiaCO2",0
"183","1990$/tC","Baseline",2005,"Southeast AsiaCO2_LUC",0
"184","1990$/tC","Baseline",2005,"TaiwanCO2",0
"185","1990$/tC","Baseline",2005,"USACO2",0
"186","1990$/tC","Baseline",2005,"USACO2_LUC",0
"187","1990$/tC","Baseline",2010,"Africa_EasternCO2",0
"188","1990$/tC","Baseline",2010,"Africa_EasternCO2_LUC",0
"189","1990$/tC","Baseline",2010,"Africa_NorthernCO2",0
"190","1990$/tC","Baseline",2010,"Africa_NorthernCO2_LUC",0
"191","1990$/tC","Baseline",2010,"Africa_SouthernCO2",0
"192","1990$/tC","Baseline",2010,"Africa_SouthernCO2_LUC",0
"193","1990$/tC","Baseline",2010,"Africa_WesternCO2",0
"194","1990$/tC","Baseline",2010,"Africa_WesternCO2_LUC",0
"195","1990$/tC","Baseline",2010,"ArgentinaCO2",0
"196","1990$/tC","Baseline",2010,"ArgentinaCO2_LUC",0
"197","1990$/tC","Baseline",2010,"Australia_NZCO2",0
"198","1990$/tC","Baseline",2010,"Australia_NZCO2_LUC",0
"199","1990$/tC","Baseline",2010,"BrazilCO2",0
"200","1990$/tC","Baseline",2010,"BrazilCO2_LUC",0
"201","1990$/tC","Baseline",2010,"CanadaCO2",0
"202","1990$/tC","Baseline",2010,"CanadaCO2_LUC",0
"203","1990$/tC","Baseline",2010,"Central America and CaribbeanCO2",0
"204","1990$/tC","Baseline",2010,"Central America and CaribbeanCO2_LUC",0
"205","1990$/tC","Baseline",2010,"Central AsiaCO2",0
"206","1990$/tC","Baseline",2010,"Central AsiaCO2_LUC",0
"207","1990$/tC","Baseline",2010,"ChinaCO2",0
"208","1990$/tC","Baseline",2010,"ChinaCO2_LUC",0
"209","1990$/tC","Baseline",2010,"ColombiaCO2",0
"210","1990$/tC","Baseline",2010,"ColombiaCO2_LUC",0
"211","1990$/tC","Baseline",2010,"EU-12CO2",0
"212","1990$/tC","Baseline",2010,"EU-15CO2",0
"213","1990$/tC","Baseline",2010,"EUCO2_LUC",0
"214","1990$/tC","Baseline",2010,"Europe_EasternCO2",0
"215","1990$/tC","Baseline",2010,"Europe_EasternCO2_LUC",0
"216","1990$/tC","Baseline",2010,"Europe_Non_EUCO2",0
"217","1990$/tC","Baseline",2010,"Europe_Non_EUCO2_LUC",0
"218","1990$/tC","Baseline",2010,"European Free Trade AssociationCO2",0
"219","1990$/tC","Baseline",2010,"European Free Trade AssociationCO2_LUC",0
"220","1990$/tC","Baseline",2010,"IndiaCO2",0
"221","1990$/tC","Baseline",2010,"IndiaCO2_LUC",0
"222","1990$/tC","Baseline",2010,"IndonesiaCO2",0
"223","1990$/tC","Baseline",2010,"IndonesiaCO2_LUC",0
"224","1990$/tC","Baseline",2010,"JapanCO2",0
"225","1990$/tC","Baseline",2010,"JapanCO2_LUC",0
"226","1990$/tC","Baseline",2010,"MexicoCO2",0
"227","1990$/tC","Baseline",2010,"MexicoCO2_LUC",0
"228","1990$/tC","Baseline",2010,"Middle EastCO2",0
"229","1990$/tC","Baseline",2010,"Middle EastCO2_LUC",0
"230","1990$/tC","Baseline",2010,"PakistanCO2",0
"231","1990$/tC","Baseline",2010,"PakistanCO2_LUC",0
"232","1990$/tC","Baseline",2010,"RussiaCO2",0
"233","1990$/tC","Baseline",2010,"RussiaCO2_LUC",0
"234","1990$/tC","Baseline",2010,"South AfricaCO2",0
"235","1990$/tC","Baseline",2010,"South AfricaCO2_LUC",0
"236","1990$/tC","Baseline",2010,"South America_NorthernCO2",0
"237","1990$/tC","Baseline",2010,"South America_NorthernCO2_LUC",0
"238","1990$/tC","Baseline",2010,"South America_SouthernCO2",0
"239","1990$/tC","Baseline",2010,"South America_SouthernCO2_LUC",0
"240","1990$/tC","Baseline",2010,"South AsiaCO2",0
"241","1990$/tC","Baseline",2010,"South AsiaCO2_LUC",0
"242","1990$/tC","Baseline",2010,"South KoreaCO2",0
"243","1990$/tC","Baseline",2010,"South KoreaCO2_LUC",0
"244","1990$/tC","Baseline",2010,"Southeast AsiaCO2",0
"245","1990$/tC","Baseline",2010,"Southeast AsiaCO2_LUC",0
"246","1990$/tC","Baseline",2010,"TaiwanCO2",0
"247","1990$/tC","Baseline",2010,"USACO2",0
"248","1990$/tC","Baseline",2010,"USACO2_LUC",0
"249","1990$/tC","Baseline",2015,"Africa_EasternCO2",0
"250","1990$/tC","Baseline",2015,"Africa_EasternCO2_LUC",0
"251","1990$/tC","Baseline",2015,"Africa_NorthernCO2",0
"252","1990$/tC","Baseline",2015,"Africa_NorthernCO2_LUC",0
"253","1990$/tC","Baseline",2015,"Africa_SouthernCO2",0
"254","1990$/tC","Baseline",2015,"Africa_SouthernCO2_LUC",0
"255","1990$/tC","Baseline",2015,"Africa_WesternCO2",0
"256","1990$/tC","Baseline",2015,"Africa_WesternCO2_LUC",0
"257","1990$/tC","Baseline",2015,"ArgentinaCO2",0
"258","1990$/tC","Baseline",2015,"ArgentinaCO2_LUC",0
"259","1990$/tC","Baseline",2015,"Australia_NZCO2",0
"260","1990$/tC","Baseline",2015,"Australia_NZCO2_LUC",0
"261","1990$/tC","Baseline",2015,"BrazilCO2",0
"262","1990$/tC","Baseline",2015,"BrazilCO2_LUC",0
"263","1990$/tC","Baseline",2015,"CanadaCO2",0
"264","1990$/tC","Baseline",2015,"CanadaCO2_LUC",0
"265","1990$/tC","Baseline",2015,"Central America and CaribbeanCO2",0
"266","1990$/tC","Baseline",2015,"Central America and CaribbeanCO2_LUC",0
"267","1990$/tC","Baseline",2015,"Central AsiaCO2",0
"268","1990$/tC","Baseline",2015,"Central AsiaCO2_LUC",0
"269","1990$/tC","Baseline",2015,"ChinaCO2",0
"270","1990$/tC","Baseline",2015,"ChinaCO2_LUC",0
"271","1990$/tC","Baseline",2015,"ColombiaCO2",0
"272","1990$/tC","Baseline",2015,"ColombiaCO2_LUC",0
"273","1990$/tC","Baseline",2015,"EU-12CO2",0
"274","1990$/tC","Baseline",2015,"EU-15CO2",0
"275","1990$/tC","Baseline",2015,"EUCO2_LUC",0
"276","1990$/tC","Baseline",2015,"Europe_EasternCO2",0
"277","1990$/tC","Baseline",2015,"Europe_EasternCO2_LUC",0
"278","1990$/tC","Baseline",2015,"Europe_Non_EUCO2",0
"279","1990$/tC","Baseline",2015,"Europe_Non_EUCO2_LUC",0
"280","1990$/tC","Baseline",2015,"European Free Trade AssociationCO2",0
"281","1990$/tC","Baseline",2015,"European Free Trade AssociationCO2_LUC",0
"282","1990$/tC","Baseline",2015,"IndiaCO2",0
"283","1990$/tC","Baseline",2015,"IndiaCO2_LUC",0
"284","1990$/tC","Baseline",2015,"IndonesiaCO2",0
"285","1990$/tC","Baseline",2015,"IndonesiaCO2_LUC",0
"286","1990$/tC","Baseline",2015,"JapanCO2",0
"287","1990$/tC","Baseline",2015,"JapanCO2_LUC",0
"288","1990$/tC","Baseline",2015,"MexicoCO2",0
"289","1990$/tC","Baseline",2015,"MexicoCO2_LUC",0
"290","1990$/tC","Baseline",2015,"Middle EastCO2",0
"291","1990$/tC","Baseline",2015,"Middle EastCO2_LUC",0
"292","1990$/tC","Baseline",2015,"PakistanCO2",0
"293","1990$/tC","Baseline",2015,"PakistanCO2_LUC",0
"294","1990$/tC","Baseline",2015,"RussiaCO2",0
"295","1990$/tC","Baseline",2015,"RussiaCO2_LUC",0
"296","1990$/tC","Baseline",2015,"South AfricaCO2",0
"297","1990$/tC","Baseline",2015,"South AfricaCO2_LUC",0
"298","1990$/tC","Baseline",2015,"South America_NorthernCO2",0
"299","1990$/tC","Baseline",2015,"South America_NorthernCO2_LUC",0
"300","1990$/tC","Baseline",2015,"South America_SouthernCO2",0
"301","1990$/tC","Baseline",2015,"South America_SouthernCO2_LUC",0
"302","1990$/tC","Baseline",2015,"South AsiaCO2",0
"303","1990$/tC","Baseline",2015,"South AsiaCO2_LUC",0
"304","1990$/tC","Baseline",2015,"South KoreaCO2",0
"305","1990$/tC","Baseline",2015,"South KoreaCO2_LUC",0
"306","1990$/tC","Baseline",2015,"Southeast AsiaCO2",0
"307","1990$/tC","Baseline",2015,"Southeast AsiaCO2_LUC",0
"308","1990$/tC","Baseline",2015,"TaiwanCO2",0
"309","1990$/tC","Baseline",2015,"USACO2",0
"310","1990$/tC","Baseline",2015,"USACO2_LUC",0
"311","1990$/tC","Baseline",2020,"Africa_EasternCO2",1
"312","1990$/tC","Baseline",2020,"Africa_EasternCO2_LUC",0
"313","1990$/tC","Baseline",2020,"Africa_NorthernCO2",222.97
"314","1990$/tC","Baseline",2020,"Africa_NorthernCO2_LUC",0
"315","1990$/tC","Baseline",2020,"Africa_SouthernCO2",331.678
"316","1990$/tC","Baseline",2020,"Africa_SouthernCO2_LUC",0
"317","1990$/tC","Baseline",2020,"Africa_WesternCO2",343.015
"318","1990$/tC","Baseline",2020,"Africa_WesternCO2_LUC",0
"319","1990$/tC","Baseline",2020,"ArgentinaCO2",1
"320","1990$/tC","Baseline",2020,"ArgentinaCO2_LUC",0
"321","1990$/tC","Baseline",2020,"Australia_NZCO2",167.729
"322","1990$/tC","Baseline",2020,"Australia_NZCO2_LUC",0
"323","1990$/tC","Baseline",2020,"BrazilCO2",289.54
"324","1990$/tC","Baseline",2020,"BrazilCO2_LUC",0
"325","1990$/tC","Baseline",2020,"CanadaCO2",289.911
"326","1990$/tC","Baseline",2020,"CanadaCO2_LUC",0
"327","1990$/tC","Baseline",2020,"Central America and CaribbeanCO2",73.1757
"328","1990$/tC","Baseline",2020,"Central America and CaribbeanCO2_LUC",0
"329","1990$/tC","Baseline",2020,"Central AsiaCO2",1
"330","1990$/tC","Baseline",2020,"Central AsiaCO2_LUC",0
"331","1990$/tC","Baseline",2020,"ChinaCO2",54.2841
"332","1990$/tC","Baseline",2020,"ChinaCO2_LUC",0
"333","1990$/tC","Baseline",2020,"ColombiaCO2",178.336
"334","1990$/tC","Baseline",2020,"ColombiaCO2_LUC",0
"335","1990$/tC","Baseline",2020,"EU-12CO2",298.244
"336","1990$/tC","Baseline",2020,"EU-15CO2",305.671
"337","1990$/tC","Baseline",2020,"EUCO2_LUC",0
"338","1990$/tC","Baseline",2020,"Europe_EasternCO2",80.5318
"339","1990$/tC","Baseline",2020,"Europe_EasternCO2_LUC",0
"340","1990$/tC","Baseline",2020,"Europe_Non_EUCO2",33.5332
"341","1990$/tC","Baseline",2020,"Europe_Non_EUCO2_LUC",0
"342","1990$/tC","Baseline",2020,"European Free Trade AssociationCO2",120.937
"343","1990$/tC","Baseline",2020,"European Free Trade AssociationCO2_LUC",0
"344","1990$/tC","Baseline",2020,"IndiaCO2",217.581
"345","1990$/tC","Baseline",2020,"IndiaCO2_LUC",0
"346","1990$/tC","Baseline",2020,"IndonesiaCO2",198.014
"347","1990$/tC","Baseline",2020,"IndonesiaCO2_LUC",0
"348","1990$/tC","Baseline",2020,"JapanCO2",258.873
"349","1990$/tC","Baseline",2020,"JapanCO2_LUC",0
"350","1990$/tC","Baseline",2020,"MexicoCO2",283.761
"351","1990$/tC","Baseline",2020,"MexicoCO2_LUC",0
"352","1990$/tC","Baseline",2020,"Middle EastCO2",207.538
"353","1990$/tC","Baseline",2020,"Middle EastCO2_LUC",0
"354","1990$/tC","Baseline",2020,"PakistanCO2",372.461
"355","1990$/tC","Baseline",2020,"PakistanCO2_LUC",0
"356","1990$/tC","Baseline",2020,"RussiaCO2",225.553
"357","1990$/tC","Baseline",2020,"RussiaCO2_LUC",0
"358","1990$/tC","Baseline",2020,"South AfricaCO2",162.816
"359","1990$/tC","Baseline",2020,"South AfricaCO2_LUC",0
"360","1990$/tC","Baseline",2020,"South America_NorthernCO2",892.183
"361","1990$/tC","Baseline",2020,"South America_NorthernCO2_LUC",0
"362","1990$/tC","Baseline",2020,"South America_SouthernCO2",227.281
"363","1990$/tC","Baseline",2020,"South America_SouthernCO2_LUC",0
"364","1990$/tC","Baseline",2020,"South AsiaCO2",263.324
"365","1990$/tC","Baseline",2020,"South AsiaCO2_LUC",0
"366","1990$/tC","Baseline",2020,"South KoreaCO2",93.3651
"367","1990$/tC","Baseline",2020,"South KoreaCO2_LUC",0
"368","1990$/tC","Baseline",2020,"Southeast AsiaCO2",99.4495
"369","1990$/tC","Baseline",2020,"Southeast AsiaCO2_LUC",0
"370","1990$/tC","Baseline",2020,"TaiwanCO2",34.983
"371","1990$/tC","Baseline",2020,"USACO2",253.091
"372","1990$/tC","Baseline",2020,"USACO2_LUC",0
"373","1990$/tC","Baseline",2025,"Africa_EasternCO2",568.116
"374","1990$/tC","Baseline",2025,"Africa_EasternCO2_LUC",5.68116
"375","1990$/tC","Baseline",2025,"Africa_NorthernCO2",485.524
"376","1990$/tC","Baseline",2025,"Africa_NorthernCO2_LUC",4.85524
"377","1990$/tC","Baseline",2025,"Africa_SouthernCO2",606.597
"378","1990$/tC","Baseline",2025,"Africa_SouthernCO2_LUC",6.06597
"379","1990$/tC","Baseline",2025,"Africa_WesternCO2",582.565
"380","1990$/tC","Baseline",2025,"Africa_WesternCO2_LUC",5.82565
"381","1990$/tC","Baseline",2025,"ArgentinaCO2",348.451
"382","1990$/tC","Baseline",2025,"ArgentinaCO2_LUC",3.48451
"383","1990$/tC","Baseline",2025,"Australia_NZCO2",305.067
"384","1990$/tC","Baseline",2025,"Australia_NZCO2_LUC",3.05067
"385","1990$/tC","Baseline",2025,"BrazilCO2",362.375
"386","1990$/tC","Baseline",2025,"BrazilCO2_LUC",3.62375
"387","1990$/tC","Baseline",2025,"CanadaCO2",343.883
"388","1990$/tC","Baseline",2025,"CanadaCO2_LUC",3.43883
"389","1990$/tC","Baseline",2025,"Central America and CaribbeanCO2",460.34
"390","1990$/tC","Baseline",2025,"Central America and CaribbeanCO2_LUC",4.6034
"391","1990$/tC","Baseline",2025,"Central AsiaCO2",411.162
"392","1990$/tC","Baseline",2025,"Central AsiaCO2_LUC",4.11162
"393","1990$/tC","Baseline",2025,"ChinaCO2",298.864
"394","1990$/tC","Baseline",2025,"ChinaCO2_LUC",2.98864
"395","1990$/tC","Baseline",2025,"ColombiaCO2",285.245
"396","1990$/tC","Baseline",2025,"ColombiaCO2_LUC",2.85245
"397","1990$/tC","Baseline",2025,"EU-12CO2",333.647
"398","1990$/tC","Baseline",2025,"EU-15CO2",337.244
"399","1990$/tC","Baseline",2025,"EUCO2_LUC",3.33647
"400","1990$/tC","Baseline",2025,"Europe_EasternCO2",404.415
"401","1990$/tC","Baseline",2025,"Europe_EasternCO2_LUC",4.04415
"402","1990$/tC","Baseline",2025,"Europe_Non_EUCO2",356.256
"403","1990$/tC","Baseline",2025,"Europe_Non_EUCO2_LUC",3.56256
"404","1990$/tC","Baseline",2025,"European Free Trade AssociationCO2",333.768
"405","1990$/tC","Baseline",2025,"European Free Trade AssociationCO2_LUC",3.33768
"406","1990$/tC","Baseline",2025,"IndiaCO2",343.787
"407","1990$/tC","Baseline",2025,"IndiaCO2_LUC",3.43787
"408","1990$/tC","Baseline",2025,"IndonesiaCO2",282.477
"409","1990$/tC","Baseline",2025,"IndonesiaCO2_LUC",2.82477
"410","1990$/tC","Baseline",2025,"JapanCO2",359.248
"411","1990$/tC","Baseline",2025,"JapanCO2_LUC",3.59248
"412","1990$/tC","Baseline",2025,"MexicoCO2",357.213
"413","1990$/tC","Baseline",2025,"MexicoCO2_LUC",3.57213
"414","1990$/tC","Baseline",2025,"Middle EastCO2",461.387
"415","1990$/tC","Baseline",2025,"Middle EastCO2_LUC",4.61387
"416","1990$/tC","Baseline",2025,"PakistanCO2",551.085
"417","1990$/tC","Baseline",2025,"PakistanCO2_LUC",5.51085
"418","1990$/tC","Baseline",2025,"RussiaCO2",274.592
"419","1990$/tC","Baseline",2025,"RussiaCO2_LUC",2.74592
"420","1990$/tC","Baseline",2025,"South AfricaCO2",255.254
"421","1990$/tC","Baseline",2025,"South AfricaCO2_LUC",2.55254
"422","1990$/tC","Baseline",2025,"South America_NorthernCO2",634.785
