Units,scenario,region,gcam-consumer,nodeinput,input,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
2005$/Mcal/day,allansce1,USA,FoodDemand,FoodDemand,FoodDemand_Staples,0.0251034,0.0252443,0.0252228,0.025386,0.0255506,0.0257601,0.0259206,0.0261885,0.0263765,0.0265275,0.0266286,0.0266941,0.0267377,0.026745,0.0267171,0.0266719,0.026602
2005$/Mcal/day,allansce1nz,Africa_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,0.037488,0.0411427,0.0438281,0.0500827,0.0594802,0.0701035,0.0822924,0.0943086,0.10753,0.119892,0.132086,0.141731,0.152682,0.15177,0.149473,0.147962,0.146579
2005$/Mcal/day,allansce1nz,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,0.02678,0.0285872,0.0297295,0.0324367,0.0369547,0.0416412,0.0469898,0.0510475,0.0554737,0.0598724,0.0639659,0.0671673,0.0708316,0.0700545,0.0691046,0.0683032,0.0676081
2005$/Mcal/day,allansce1nz,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,0.0435238,0.0470991,0.0488778,0.0553691,0.0608555,0.0702346,0.087011,0.102626,0.115863,0.127245,0.140131,0.14901,0.159267,0.1589,0.156684,0.155449,0.153294
2005$/Mcal/day,allansce1nz,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,0.0549596,0.0597972,0.0632689,0.0677972,0.0794728,0.0951208,0.115592,0.133538,0.151478,0.169111,0.186995,0.200135,0.216296,0.217931,0.212838,0.210285,0.208787
2005$/Mcal/day,allansce1nz,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,0.0331076,0.0345241,0.035319,0.0376947,0.0417958,0.045737,0.0503164,0.0542116,0.0584926,0.0628398,0.0669182,0.0700871,0.0735486,0.0724508,0.0712799,0.0704048,0.0696837
2005$/Mcal/day,allansce1nz,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,0.0347973,0.0360841,0.0367736,0.0390676,0.042972,0.0468772,0.051238,0.0548949,0.0591317,0.0633865,0.0672754,0.0702461,0.0735422,0.0724184,0.0713575,0.0706032,0.0699439
2005$/Mcal/day,allansce1nz,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,0.0217059,0.0226311,0.0233313,0.0258381,0.0301246,0.0337604,0.0389641,0.0426668,0.0469079,0.0511651,0.0549019,0.0578529,0.0616594,0.0599804,0.058295,0.0569221,0.0556975
2005$/Mcal/day,allansce1nz,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,0.030667,0.0322245,0.0331397,0.0356969,0.0400497,0.0444105,0.0496241,0.0535212,0.0578199,0.0621017,0.0660981,0.0692032,0.072655,0.0716986,0.0705744,0.0697025,0.0689883
2005$/Mcal/day,allansce1nz,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,0.0346795,0.0366473,0.037818,0.0404634,0.0449236,0.0496093,0.0550582,0.0592098,0.0637724,0.0681925,0.0722143,0.0753476,0.0788734,0.0781189,0.0767154,0.0755265,0.0744672
2005$/Mcal/day,allansce1nz,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,0.026118,0.0276237,0.0284914,0.030386,0.0333808,0.0364427,0.0399892,0.0427833,0.0458373,0.0489312,0.0518634,0.0542172,0.0568426,0.0562031,0.0554451,0.0548022,0.0542036
2005$/Mcal/day,allansce1nz,China,FoodDemand,FoodDemand,FoodDemand_Staples,0.0583967,0.0605481,0.0619836,0.0651378,0.0710011,0.0774388,0.0847242,0.0877504,0.0906377,0.0935195,0.0962603,0.0982001,0.100635,0.0980157,0.0950997,0.0924614,0.0902885
2005$/Mcal/day,allansce1nz,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0409243,0.0421201,0.0427648,0.0447253,0.0482525,0.0520994,0.0568212,0.0598704,0.0634207,0.067015,0.0702963,0.0733964,0.0763142,0.0751245,0.0740651,0.0731796,0.0723246
2005$/Mcal/day,allansce1nz,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,0.0254979,0.0271588,0.0280268,0.0302504,0.0340438,0.0377965,0.0421624,0.0452793,0.0486894,0.0520251,0.0551041,0.0574179,0.0600627,0.0592518,0.0583283,0.057573,0.0569172
2005$/Mcal/day,allansce1nz,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,0.0284931,0.0304686,0.0315028,0.0339008,0.0380402,0.0422562,0.0472383,0.0508412,0.0548267,0.0587545,0.0623949,0.0652164,0.0684447,0.0676564,0.0666747,0.0658502,0.0651175
2005$/Mcal/day,allansce1nz,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,0.0199631,0.0211655,0.0218508,0.0234379,0.0261384,0.0289574,0.0322585,0.0345734,0.0370279,0.0394466,0.0416545,0.0432907,0.0452267,0.0446388,0.0438928,0.043228,0.0425967
2005$/Mcal/day,allansce1nz,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,0.0298985,0.0320768,0.0332686,0.0363932,0.0417089,0.0473013,0.0538703,0.0587155,0.0637758,0.0687197,0.0732488,0.0767677,0.0808844,0.0797662,0.0784476,0.0772883,0.0761914
2005$/Mcal/day,allansce1nz,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,0.0332732,0.0353402,0.0361756,0.038523,0.0428891,0.0474465,0.0526812,0.0566035,0.0610108,0.0653605,0.0694179,0.0726445,0.0762603,0.0753358,0.0741642,0.0732266,0.072417
2005$/Mcal/day,allansce1nz,India,FoodDemand,FoodDemand,FoodDemand_Staples,0.0299408,0.0321692,0.0339437,0.0376999,0.0442404,0.0518261,0.0601489,0.0653673,0.0720574,0.0789655,0.0855319,0.0909419,0.0965997,0.09439,0.0915022,0.0890337,0.0866318
2005$/Mcal/day,allansce1nz,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0610437,0.0638448,0.0662421,0.0717257,0.0823953,0.0952764,0.113117,0.123914,0.135421,0.147714,0.158212,0.164793,0.174975,0.169006,0.162853,0.157167,0.152283
2005$/Mcal/day,allansce1nz,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,0.116036,0.123724,0.12888,0.138988,0.1577,0.171465,0.190598,0.203354,0.218648,0.233856,0.247265,0.257759,0.269943,0.262677,0.255294,0.249544,0.244879
2005$/Mcal/day,allansce1nz,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,0.0229239,0.0239449,0.0244682,0.0261485,0.0292411,0.0325326,0.0367458,0.039854,0.043034,0.0461444,0.0489093,0.0512618,0.0542049,0.0539183,0.0535193,0.0533665,0.0530644
2005$/Mcal/day,allansce1nz,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,0.0332132,0.0354184,0.0367459,0.0402225,0.0460925,0.052207,0.0594895,0.0647346,0.0704749,0.0760488,0.081124,0.0849403,0.0892472,0.0877613,0.0859404,0.0843587,0.0830054
2005$/Mcal/day,allansce1nz,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,0.02944,0.0312722,0.0323359,0.0347657,0.0382223,0.0430144,0.0530591,0.0653853,0.0754091,0.0849646,0.094132,0.101509,0.109432,0.110083,0.10961,0.10922,0.108572
2005$/Mcal/day,allansce1nz,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0227781,0.0236033,0.0241815,0.0257494,0.0285903,0.031711,0.0354039,0.0381526,0.0410802,0.043748,0.0461597,0.0479951,0.0503182,0.0496648,0.0488984,0.0482181,0.0475723
2005$/Mcal/day,allansce1nz,South Africa,FoodDemand,FoodDemand,FoodDemand_Staples,0.021551,0.0226718,0.0234699,0.0254051,0.0290643,0.0336033,0.038843,0.0416308,0.0450272,0.0485571,0.051837,0.0545664,0.0578307,0.0571677,0.0562875,0.055448,0.0547059
2005$/Mcal/day,allansce1nz,South America_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,0.0697317,0.0723754,0.0741473,0.0785759,0.085879,0.0935156,0.102815,0.109846,0.117497,0.125042,0.131438,0.136738,0.142678,0.141087,0.138722,0.136557,0.134653
2005$/Mcal/day,allansce1nz,South America_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,0.0345931,0.0360784,0.036799,0.038901,0.0425788,0.0461632,0.0508958,0.0547429,0.0588325,0.0628044,0.0665498,0.0695444,0.0728796,0.0723365,0.0710281,0.0700538,0.0692965
2005$/Mcal/day,allansce1nz,South Asia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0310495,0.0333677,0.0350939,0.0390436,0.045032,0.0513147,0.0584839,0.0652952,0.0726892,0.0801392,0.0867866,0.0921093,0.0980214,0.09786,0.0968093,0.0959176,0.0949963
2005$/Mcal/day,allansce1nz,South Korea,FoodDemand,FoodDemand,FoodDemand_Staples,0.103343,0.107499,0.109675,0.11423,0.122845,0.133339,0.146108,0.150895,0.15648,0.161991,0.16697,0.171063,0.176284,0.172384,0.168059,0.164263,0.160964
2005$/Mcal/day,allansce1nz,Southeast Asia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0361551,0.0386333,0.0404119,0.0439759,0.0497717,0.0559062,0.0635565,0.0690949,0.0755168,0.0817172,0.0873204,0.0916989,0.0966039,0.095175,0.0930503,0.0911301,0.0895591
2005$/Mcal/day,allansce1nz,Taiwan,FoodDemand,FoodDemand,FoodDemand_Staples,0.0399258,0.0419444,0.0435681,0.047452,0.0540314,0.0607385,0.0688066,0.0741668,0.0797264,0.0856233,0.0916321,0.0968508,0.10271,0.101845,0.10011,0.0982294,0.0967915
2005$/Mcal/day,allansce1nz,USA,FoodDemand,FoodDemand,FoodDemand_Staples,0.0254947,0.0265069,0.0270311,0.0285864,0.0314296,0.0345957,0.0385562,0.0412549,0.0441281,0.0470309,0.0497733,0.0520079,0.0545907,0.0540856,0.053405,0.052807,0.0522797
2005$/Mcal/day,allansce2,Africa_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,0.03735,0.0377682,0.0380699,0.0383576,0.0386813,0.0390814,0.039502,0.0406206,0.0417095,0.042758,0.0437302,0.0446158,0.0454037,0.0460725,0.0466164,0.0470423,0.0473226
2005$/Mcal/day,allansce2,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,0.0263054,0.0266049,0.0266575,0.0269224,0.0271931,0.0274887,0.0277107,0.0280919,0.0283798,0.0286211,0.0287894,0.0289211,0.0290242,0.0290839,0.0291316,0.0292143,0.0292798
2005$/Mcal/day,allansce2,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,0.043238,0.0433595,0.0434225,0.0435876,0.0437467,0.0439425,0.0441107,0.0446938,0.0452245,0.0457213,0.0461623,0.0465357,0.0468544,0.0471078,0.0472817,0.047386,0.0474955
2005$/Mcal/day,allansce2,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,0.0548084,0.0553607,0.0558307,0.056144,0.0564418,0.0567769,0.0570853,0.0581035,0.0590596,0.0599735,0.0608169,0.0615775,0.0622548,0.0628322,0.0633009,0.0636812,0.0639564
2005$/Mcal/day,allansce2,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,0.0328634,0.0329378,0.0328552,0.0329805,0.0330768,0.0331829,0.03323,0.0335479,0.0337667,0.0339321,0.0340292,0.0340776,0.034096,0.0340696,0.0340062,0.0339198,0.0337983
2005$/Mcal/day,allansce2,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,0.0344413,0.0344903,0.0343883,0.0345798,0.0347641,0.03493,0.0350407,0.0353387,0.0355525,0.0357203,0.0358329,0.0359025,0.0359432,0.0359411,0.0359043,0.0358417,0.0357436
2005$/Mcal/day,allansce2,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,0.0211419,0.0211183,0.0210263,0.0212155,0.0213918,0.0215446,0.0216408,0.0217777,0.0218702,0.0219283,0.0219417,0.0219152,0.0218685,0.0217952,0.0216936,0.0215854,0.0214572
2005$/Mcal/day,allansce2,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,0.0300436,0.0302674,0.030274,0.0305193,0.0307659,0.0310434,0.0312616,0.0315884,0.0317974,0.031952,0.0320417,0.0320898,0.0321102,0.0320876,0.0320374,0.0319615,0.031853
2005$/Mcal/day,allansce2,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,0.0343203,0.0346304,0.034754,0.0349576,0.0351521,0.0353782,0.0355125,0.0359295,0.0362174,0.0364393,0.0365757,0.0366469,0.0366796,0.0366617,0.0365954,0.0365003,0.0363679
2005$/Mcal/day,allansce2,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0259432,0.0261801,0.0262766,0.0264153,0.026534,0.0266402,0.026691200000000002,0.0268574,0.0269674,0.0270604,0.0271167,0.027128,0.0271167,0.0270781,0.0270257,0.0269717,0.0268745
2005$/Mcal/day,allansce2,China,FoodDemand,FoodDemand,FoodDemand_Staples,0.0580621,0.0585527,0.0586489,0.0587737,0.058598,0.0582021,0.0575475,0.0569644,0.0562202,0.0554085,0.0545429,0.0536541,0.0528041,0.0519807,0.0512255,0.050552,0.0499183
2005$/Mcal/day,allansce2,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0404818,0.0405179,0.0404067,0.040512,0.0406224,0.0407657,0.0408326,0.0410743,0.041223,0.0413271,0.0413607,0.0413412,0.0412936,0.0412117,0.0411055,0.0409939,0.0408561
2005$/Mcal/day,allansce2,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,0.0250666,0.0253633,0.025412,0.0256681,0.025907,0.0261543,0.026339,0.0266201,0.0268183,0.0269828,0.0270768,0.0271177,0.0271303,0.0271028,0.0270468,0.0269745,0.0268636
2005$/Mcal/day,allansce2,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,0.0280892,0.0285903,0.0287739,0.0290833,0.0293634,0.0296571,0.0298764,0.0302233,0.0304746,0.0306774,0.0308116,0.030896,0.0309496,0.0309525,0.0309114,0.0308423,0.0307314
2005$/Mcal/day,allansce2,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,0.0197946,0.0199824,0.0200757,0.0202284,0.0203761,0.0205384,0.0206542,0.0208413,0.0209732,0.0210778,0.0211363,0.0211621,0.0211705,0.0211498,0.0211081,0.0210572,0.0209833
2005$/Mcal/day,allansce2,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,0.0295552,0.0298813,0.0299606,0.0303597,0.0307368,0.0311181,0.0314062,0.0318152,0.0321078,0.0323478,0.0325014,0.0325857,0.032629,0.0326136,0.0325496,0.0324573,0.0323103
2005$/Mcal/day,allansce2,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,0.0328607,0.0332635,0.0333824,0.0336712,0.0339116,0.0341527,0.034328,0.0346677,0.0349197,0.0351323,0.0352765,0.0353648,0.0354188,0.035419,0.0353747,0.0353039,0.0351862
2005$/Mcal/day,allansce2,India,FoodDemand,FoodDemand,FoodDemand_Staples,0.0293012,0.02992,0.0303717,0.0312547,0.0320808,0.032889,0.0335635,0.0345147,0.0353257,0.0359661,0.0363979,0.0366616,0.0367373,0.0366391,0.0364038,0.0360393,0.0355624
2005$/Mcal/day,allansce2,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0601688,0.0606372,0.0609968,0.0615959,0.0621809,0.0626742,0.0629272,0.0633493,0.0634923,0.0634483,0.0632008,0.0628273,0.0623823,0.0618763,0.0613263,0.0607505,0.0601424
2005$/Mcal/day,allansce2,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,0.115211,0.116562,0.116697,0.116993,0.116948,0.117098,0.116994,0.11735,0.117322,0.117057,0.116484,0.115736,0.114888,0.113908,0.112855,0.111774,0.110639
2005$/Mcal/day,allansce2,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,0.0223955,0.0225087,0.0225055,0.0227411,0.0230099,0.0233568,0.0236442,0.0239285,0.024099,0.0242243,0.0242803,0.0243,0.0243076,0.024293,0.024262,0.0242205,0.0241599
2005$/Mcal/day,allansce2,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,0.0326964,0.0330349,0.0330981,0.0334636,0.0338041,0.0341554,0.0344007,0.0348493,0.035169,0.0354185,0.0355725,0.0356455,0.0356717,0.0356361,0.0355498,0.0354249,0.0352418
2005$/Mcal/day,allansce2,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,0.0283863,0.0290461,0.0294879,0.0300149,0.0307431,0.0317888,0.0330028,0.0351333,0.0379172,0.0404628,0.0423856,0.044106,0.0453336,0.0461981,0.046779,0.0471208,0.0472172
2005$/Mcal/day,allansce2,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0225756,0.0226047,0.0225685,0.0226249,0.0226928,0.0227688,0.0228147,0.0229514,0.0230431,0.0231113,0.0231437,0.0231468,0.0231337,0.0230971,0.023045,0.0229881,0.0229083
2005$/Mcal/day,allansce2,South Africa,FoodDemand,FoodDemand,FoodDemand_Staples,0.0212946,0.0215238,0.0216497,0.0218827,0.0221235,0.0223835,0.0225904,0.0228367,0.0229979,0.0231145,0.0231699,0.0231924,0.0231994,0.0231839,0.0231364,0.0230693,0.0229673
2005$/Mcal/day,allansce2,South America_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,0.0688789,0.0691763,0.0692211,0.0694981,0.0697687,0.0700951,0.0702658,0.0708896,0.0713208,0.0716341,0.0717986,0.071849,0.07183,0.0717322,0.0715652,0.0713518,0.0710762
2005$/Mcal/day,allansce2,South America_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,0.034237,0.0343732,0.0343504,0.0344718,0.0345879,0.0347166,0.0347737,0.0350283,0.0351992,0.0353341,0.0354094,0.0354383,0.0354404,0.0354062,0.0353407,0.0352586,0.0351452
2005$/Mcal/day,allansce2,South Asia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0306247,0.0315656,0.0322747,0.0332452,0.0342669,0.0352757,0.0361349,0.0374342,0.038597,0.0396437,0.0405467,0.0412829,0.041861,0.0422734,0.0425314,0.0426545,0.0426212
2005$/Mcal/day,allansce2,South Korea,FoodDemand,FoodDemand,FoodDemand_Staples,0.102662,0.103516,0.10366,0.103925,0.103848,0.1037,0.103181,0.103059,0.102553,0.101848,0.100938,0.0999183,0.098856,0.0977606,0.0966748,0.0956299,0.0945618
2005$/Mcal/day,allansce2,Southeast Asia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0358333,0.0362082,0.0363772,0.0365472,0.0366764,0.0367914,0.0368018,0.037242,0.0375569,0.0377777,0.0378928,0.0379239,0.0378844,0.0377752,0.037611,0.0374088,0.037165
2005$/Mcal/day,allansce2,Taiwan,FoodDemand,FoodDemand,FoodDemand_Staples,0.0396017,0.039795,0.0398007,0.0398989,0.0399956,0.0401296,0.0401868,0.040477,0.0406673,0.0408261,0.0409011,0.0409187,0.0408998,0.0408344,0.0407344,0.0406174,0.0404643
2005$/Mcal/day,allansce2,USA,FoodDemand,FoodDemand,FoodDemand_Staples,0.0251006,0.0252372,0.0252115,0.0253702,0.0255305,0.0257354,0.0258923,0.0261558,0.0263393,0.0264864,0.0265843,0.0266473,0.0266891,0.0266951,0.0266671,0.0266216,0.0265524
2005$/Mcal/day,allansce2nz,Africa_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,0.037485,0.041127,0.0438081,0.050052,0.059419,0.0699756,0.08206,0.0940235,0.107185,0.119484,0.131627,0.141254,0.152178,0.151304,0.149017,0.147522,0.146153
2005$/Mcal/day,allansce2nz,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,0.0267752,0.0285715,0.029703,0.0324175,0.0369271,0.0415835,0.0468838,0.0509313,0.0553421,0.0597249,0.06381,0.0670136,0.0706766,0.0699095,0.0689657,0.0681706,0.0674839
2005$/Mcal/day,allansce2nz,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,0.043522,0.0470868,0.0488658,0.055342,0.060798,0.070094,0.0867788,0.102329,0.115503,0.126821,0.139656,0.148522,0.158755,0.158453,0.15627,0.155063,0.152939
2005$/Mcal/day,allansce2nz,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,0.0549559,0.059774,0.0632374,0.0677482,0.0793653,0.09493,0.115268,0.133137,0.150989,0.168535,0.186328,0.199428,0.215537,0.217231,0.212143,0.20961,0.208122
2005$/Mcal/day,allansce2nz,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,0.0331047,0.0345133,0.0352993,0.0376761,0.0417647,0.0456778,0.0502111,0.0540915,0.0583542,0.0626834,0.0667498,0.069917000000000007,0.0733734,0.0722879,0.071127,0.0702602,0.0695458
2005$/Mcal/day,allansce2nz,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,0.0347943,0.0360735,0.0367549,0.0390495,0.0429423,0.0468207,0.0511392,0.0547816,0.0590021,0.0632395,0.0671165,0.0700878,0.0733805,0.0722671,0.0712139,0.0704673,0.0698148
2005$/Mcal/day,allansce2nz,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,0.0217014,0.0226291,0.0233331,0.0258618,0.0301634,0.0337735,0.0389452,0.0426467,0.0468868,0.0511406,0.0548791,0.0578614,0.0616701,0.0599863,0.0582943,0.0569204,0.055699
2005$/Mcal/day,allansce2nz,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,0.03065,0.0321869,0.0330838,0.0356751,0.0400791,0.0444543,0.0496687,0.0536211,0.0579843,0.0623303,0.0664,0.069562,0.0730623,0.0720993,0.0709706,0.0701073,0.0694076
2005$/Mcal/day,allansce2nz,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,0.0346727,0.0366159,0.0377645,0.0403923,0.0448142,0.0494434,0.0548093,0.0589289,0.0634585,0.0678477,0.0718527,0.0749846,0.0784958,0.0777707,0.0763735,0.0751951,0.0741477
2005$/Mcal/day,allansce2nz,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0261159,0.0276155,0.0284772,0.0303731,0.0333594,0.0364004,0.0399118,0.0426949,0.0457362,0.0488154,0.0517382,0.054093,0.0567154,0.0560825,0.05533,0.0546916,0.054098
2005$/Mcal/day,allansce2nz,China,FoodDemand,FoodDemand,FoodDemand_Staples,0.058394,0.0605353,0.0619509,0.0651008,0.0709292,0.0773113,0.0845148,0.0875251,0.0903942,0.0932564,0.0959854,0.0979329,0.100366,0.0977695,0.0948668,0.0922426,0.090083
2005$/Mcal/day,allansce2nz,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0409203,0.0421007,0.0427282,0.044671,0.0481503,0.051924,0.0565401,0.0595348,0.0630173,0.0665427,0.0697735,0.0728359,0.0757055,0.0745389,0.0735017,0.0726381,0.0718039
2005$/Mcal/day,allansce2nz,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,0.0254947,0.0271457,0.0280015,0.0302274,0.0340077,0.0377323,0.0420538,0.0451614,0.0485598,0.051884,0.0549577,0.0572751,0.0599192,0.0591171,0.0581987,0.0574484,0.0567981
2005$/Mcal/day,allansce2nz,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,0.0284892,0.0304528,0.031474,0.0338765,0.0380037,0.0421899,0.0471246,0.0507166,0.0546876,0.0586006,0.0622339,0.065059,0.068285,0.0675071,0.066531,0.0657118,0.0649853
2005$/Mcal/day,allansce2nz,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,0.0199614,0.0211572,0.0218348,0.0234219,0.0261125,0.0289116,0.0321824,0.0344903,0.0369361,0.0393464,0.0415497,0.0431873,0.0451224,0.0445409,0.0437992,0.0431385,0.0425122
2005$/Mcal/day,allansce2nz,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,0.0298941,0.0320609,0.0332396,0.0363694,0.0416721,0.0472308,0.0537467,0.0585804,0.0636243,0.06855,0.0730678,0.0765906,0.0807054,0.0796006,0.0782888,0.0771364,0.0760466
2005$/Mcal/day,allansce2nz,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,0.0332685,0.0353237,0.0361432,0.0385008,0.0428554,0.0473815,0.0525661,0.0564775,0.0608688,0.0652016,0.0692507,0.0724809,0.0760942,0.075181,0.0740149,0.0730839,0.0722816
2005$/Mcal/day,allansce2nz,India,FoodDemand,FoodDemand,FoodDemand_Staples,0.0299467,0.0321709,0.0339361,0.0376903,0.044202,0.0517311,0.0599664,0.0651499,0.0717997,0.0786697,0.0852057,0.0906084,0.0962456,0.0940941,0.0912099,0.0887558,0.0863634
2005$/Mcal/day,allansce2nz,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0610269,0.0637841,0.0661345,0.0715729,0.0821378,0.0948801,0.112536,0.123292,0.134702,0.146896,0.157321,0.16388,0.174053,0.168157,0.162058,0.156422,0.151585
2005$/Mcal/day,allansce2nz,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,0.116026,0.123683,0.128784,0.138883,0.157487,0.171082,0.189948,0.20263,0.217833,0.232949,0.246301,0.256793,0.268952,0.261767,0.254429,0.248722,0.244073
2005$/Mcal/day,allansce2nz,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,0.0229207,0.0239319,0.0244438,0.0261161,0.029182,0.032434,0.0365894,0.0396749,0.042832,0.0459174,0.0486659,0.0510164,0.053949,0.0536736,0.0532836,0.0531389,0.0528336
2005$/Mcal/day,allansce2nz,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,0.0332065,0.0353996,0.0367153,0.0402018,0.0460598,0.0521367,0.0593584,0.0645889,0.0703128,0.0758679,0.0809388,0.0847649,0.0890679,0.087603,0.0857879,0.0842152,0.0828712
2005$/Mcal/day,allansce2nz,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,0.0294355,0.0312616,0.0323207,0.0347451,0.0381864,0.0429427,0.0528786,0.065144,0.0751537,0.0846549,0.0938032,0.101158,0.109092,0.10977,0.109304,0.108923,0.108285
2005$/Mcal/day,allansce2nz,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0227766,0.0235967,0.0241677,0.0257359,0.0285659,0.0316641,0.035322,0.03806,0.0409754,0.0436312,0.0460361,0.0478728,0.0501948,0.0495478,0.0487862,0.0481112,0.0474713
2005$/Mcal/day,allansce2nz,South Africa,FoodDemand,FoodDemand,FoodDemand_Staples,0.0215485,0.0226647,0.0234578,0.0253948,0.0290439,0.0335562,0.0387544,0.0415326,0.0449124,0.0484259,0.0516974,0.0544281,0.0576874,0.0570348,0.0561589,0.055324,0.0545882
2005$/Mcal/day,allansce2nz,South America_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,0.0697429,0.0723526,0.0740823,0.0784792,0.0857311,0.093284,0.102459,0.10943,0.117012,0.124481,0.130783,0.136048,0.141993,0.140433,0.138088,0.135936,0.134046
2005$/Mcal/day,allansce2nz,South America_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,0.034589,0.0360594,0.0367679,0.0388679,0.0425345,0.0460903,0.0507809,0.0546202,0.058699,0.0626575,0.0663976,0.0693991,0.0727365,0.0722103,0.0709045,0.0699322,0.0691829
2005$/Mcal/day,allansce2nz,South Asia,FoodDemand,FoodDemand,FoodDemand_Staples,0.0310465,0.0333564,0.0350753,0.0390214,0.0449922,0.0512386,0.0583485,0.0651339,0.0724881,0.0799094,0.086533,0.0918514,0.0977491,0.0976074,0.0965662,0.095687,0.0947769
2005$/Mcal/day,allansce2nz,South Korea,FoodDemand,FoodDemand,FoodDemand_Staples,0.103331,0.107465,0.109613,0.114168,0.12274,0.133143,0.145761,0.150526,0.156075,0.161548,0.166503,0.170603,0.175811,0.171943,0.167638,0.163862,0.160584
