Units,scenario,region,gcam-consumer,nodeinput,input,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
2005$/Mcal/day,default,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.16744,0.168914,0.169992,0.171137,0.172263,0.173472,0.174447,0.175618,0.176567,0.177418,0.178028,0.178435,0.178729,0.178892,0.178945,0.178943,0.178804
2005$/Mcal/day,default,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.264761,0.268848,0.271834,0.274844,0.277674,0.280488,0.282806,0.285553,0.287632,0.289292,0.29045,0.291191,0.291597,0.291706,0.291522,0.291132,0.290465
2005$/Mcal/day,default,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.345602,0.34777,0.349313,0.351207,0.352831,0.354453,0.355834,0.357874,0.359577,0.361036,0.362214,0.363089,0.363702,0.364063,0.364171,0.364124,0.363854
2005$/Mcal/day,default,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.116964,0.120225,0.122893,0.12557,0.128216,0.130724,0.13286800000000001,0.135314,0.13737,0.139044,0.140306,0.14121,0.141744,0.141938,0.141834,0.141458,0.14084
2005$/Mcal/day,default,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.290896,0.293778,0.296238,0.298404,0.300475,0.302433,0.303937,0.305631,0.306791,0.307598,0.308016,0.308157,0.308123,0.307925,0.307585,0.307135,0.306563
2005$/Mcal/day,default,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.584767,0.587218,0.588943,0.591552,0.594108,0.596712,0.598843,0.602438,0.605572,0.608392,0.610834,0.61284,0.61442,0.61546,0.615992,0.616207,0.616009
2005$/Mcal/day,default,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.212687,0.214372,0.215679,0.217284,0.218766,0.220236,0.221485,0.223101,0.224426,0.225643,0.22667,0.227507,0.228173,0.228647,0.228952,0.229128,0.22916
2005$/Mcal/day,default,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.279313,0.281387,0.282871,0.28453,0.286118,0.287659,0.288844,0.291046,0.292754,0.294134,0.295177,0.295936,0.29638,0.296533,0.29643,0.296161,0.295683
2005$/Mcal/day,default,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.11565,0.118585,0.121059,0.123534,0.126092,0.129068,0.132122,0.13592,0.140356,0.144488,0.147595,0.150416,0.152503,0.154076,0.155167,0.155855,0.156141
2005$/Mcal/day,default,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.234489,0.235001,0.235379,0.236019,0.236674,0.23732,0.237799,0.238533,0.239109,0.239593,0.239938,0.240134,0.240224,0.240204,0.240101,0.239953,0.239701
2005$/Mcal/day,default,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.196639,0.197919,0.199276,0.200706,0.202028,0.20324,0.204254,0.205326,0.206222,0.206994,0.207584,0.208009,0.208309,0.208496,0.20858,0.208566,0.208429
2005$/Mcal/day,default,South America_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.490357,0.491894,0.494468,0.497632,0.50101,0.50468,0.507921,0.512077,0.515699,0.518962,0.521659,0.523814,0.525519,0.526751,0.527527,0.527969,0.527977
2005$/Mcal/day,default,South America_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.271161,0.273208,0.274714,0.276356,0.277884,0.279417,0.280656,0.282454,0.283951,0.285279,0.286356,0.287168,0.287775,0.288186,0.288402,0.288478,0.288371
2005$/Mcal/day,default,South Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.263023,0.266724,0.269831,0.273155,0.276622,0.279886,0.282701,0.286066,0.288891,0.291255,0.293133,0.294588,0.295689,0.296451,0.296902,0.297105,0.297033
2005$/Mcal/day,default,South Korea,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.823595,0.826109,0.828035,0.83109,0.83417,0.837341,0.839961,0.844277,0.847955,0.851167,0.853848,0.855952,0.857511,0.858451,0.858833,0.858872,0.858473
2005$/Mcal/day,default,Southeast Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.287086,0.28874,0.289894,0.291023,0.292106,0.293198,0.294009,0.295294,0.296257,0.297013,0.297533,0.297864,0.298055,0.298097,0.298006,0.297819,0.29752
2005$/Mcal/day,default,Taiwan,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.2678,0.26875,0.269245,0.270002,0.270835,0.271817,0.272543,0.273731,0.274638,0.275433,0.275999,0.276386,0.276656,0.276788,0.276778,0.276687,0.276467
2005$/Mcal/day,default,USA,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.27999,0.282018,0.283602,0.285316,0.286727,0.287951,0.288924,0.290539,0.291914,0.293097,0.294184,0.295114,0.295792,0.29615,0.296231,0.296158,0.295929
2005$/Mcal/day,defaultnz,Africa_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.278814,0.312102,0.341671,0.391317,0.445526,0.491634,0.540406,0.583872,0.632966,0.682256,0.732068,0.774769,0.822582,0.821435,0.816444,0.813725,0.811093
2005$/Mcal/day,defaultnz,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.309239,0.316678,0.323373,0.335733,0.3548,0.373958,0.395437,0.412378,0.430711,0.449383,0.468342,0.483725,0.499928,0.497829,0.494741,0.492411,0.490623
2005$/Mcal/day,defaultnz,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.229169,0.248546,0.258699,0.279539,0.300014,0.325503,0.367689,0.407777,0.445363,0.480463,0.518188,0.547841,0.580554,0.580435,0.576423,0.574247,0.571335
2005$/Mcal/day,defaultnz,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.250444,0.269709,0.282862,0.299269,0.331655,0.373273,0.430451,0.480898,0.531254,0.580525,0.629054,0.667587,0.711321,0.71337,0.703523,0.697349,0.693086
2005$/Mcal/day,defaultnz,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.268342,0.280077,0.290194,0.307803,0.335656,0.363606,0.395942,0.4229,0.453234,0.485789,0.518137,0.544928,0.572682,0.570958,0.568953,0.568468,0.56833
2005$/Mcal/day,defaultnz,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.280104,0.288802,0.294935,0.306867,0.326267,0.346009,0.367668,0.38475,0.404378,0.42469,0.444037,0.459887,0.476792,0.474142,0.471174,0.46948,0.468211
2005$/Mcal/day,defaultnz,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.14606,0.153013,0.159628,0.17336,0.195066,0.212852,0.236386,0.254321,0.273963,0.293854,0.312687,0.329038,0.347176,0.343146,0.338747,0.335296,0.332029
2005$/Mcal/day,defaultnz,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.254399,0.262795,0.268713,0.281058,0.301017,0.320654,0.344136,0.362513,0.382867,0.403668,0.42426,0.441678,0.460568,0.45929,0.456786,0.455176,0.453957
2005$/Mcal/day,defaultnz,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.19276,0.199145,0.203727,0.212302,0.225874,0.239666,0.255379,0.267788,0.281369,0.295135,0.308679,0.320275,0.33288,0.333582,0.332197,0.331366,0.330575
2005$/Mcal/day,defaultnz,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.24906,0.255193,0.259624,0.267007,0.277578,0.287881,0.300157,0.310123,0.32145,0.333719,0.34629,0.357411,0.369277,0.369551,0.368991,0.368595,0.368056
2005$/Mcal/day,defaultnz,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.488447,0.496964,0.503101,0.513943,0.531522,0.549598,0.570275,0.582768,0.595463,0.607969,0.620089,0.629583,0.639941,0.635259,0.62922,0.6237,0.619019
2005$/Mcal/day,defaultnz,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.180864,0.185479,0.189301,0.195614,0.204949,0.214968,0.227348,0.236295,0.24615,0.256076,0.265555,0.274422,0.282885,0.281907,0.280844,0.279952,0.278856
2005$/Mcal/day,defaultnz,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.185761,0.191311,0.194739,0.2022,0.214486,0.22555,0.237487,0.246926,0.257596,0.268279,0.278421,0.286317,0.294672,0.293815,0.292256,0.291065,0.290129
2005$/Mcal/day,defaultnz,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.252781,0.260103,0.264707,0.274358,0.290303,0.305521,0.32316,0.336521,0.351325,0.366259,0.380887,0.393045,0.40613,0.405191,0.403113,0.401526,0.400231
2005$/Mcal/day,defaultnz,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.168242,0.174432,0.178093,0.185228,0.196423,0.207658,0.220493,0.229531,0.239515,0.249583,0.259352,0.267173,0.275845,0.274617,0.272742,0.271102,0.2695
2005$/Mcal/day,defaultnz,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.26603,0.278552,0.287602,0.304463,0.33219,0.361634,0.396688,0.423107,0.449381,0.47558,0.50101,0.522401,0.546532,0.543696,0.538938,0.534688,0.530485
2005$/Mcal/day,defaultnz,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.347406,0.356493,0.361859,0.373351,0.393409,0.413068,0.435458,0.452245,0.470604,0.488651,0.506345,0.521443,0.53748,0.535872,0.532723,0.530523,0.528828
2005$/Mcal/day,defaultnz,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.11753,0.123196,0.127957,0.13497,0.145781,0.157882,0.171378,0.181267,0.193091,0.205749,0.218282,0.22897,0.239873,0.238548,0.235668,0.233202,0.230605
2005$/Mcal/day,defaultnz,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.292402,0.299624,0.305642,0.315537,0.331634,0.348495,0.369255,0.383108,0.397457,0.412626,0.427434,0.439401,0.454086,0.451562,0.448092,0.445024,0.442247
2005$/Mcal/day,defaultnz,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.588725,0.603047,0.613318,0.63522,0.668015,0.695557,0.725381,0.746828,0.769109,0.790183,0.809655,0.825693,0.841614,0.840109,0.837369,0.835277,0.83347
2005$/Mcal/day,defaultnz,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.213752,0.219023,0.222527,0.229102,0.24010600000000001,0.252464,0.267864,0.280262,0.293884,0.307636,0.320906,0.332499,0.34509,0.345649,0.345261,0.345089,0.344721
2005$/Mcal/day,defaultnz,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.281128,0.291627,0.299175,0.313634,0.33649,0.358032,0.38435,0.405147,0.429861,0.45367,0.476317,0.494982,0.515702,0.513422,0.509177,0.505706,0.502711
2005$/Mcal/day,defaultnz,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.116263,0.121157,0.125114,0.130258,0.136926,0.145798,0.161334,0.178669,0.193977,0.208377,0.222728,0.235056,0.248191,0.250771,0.251568,0.252247,0.252404
2005$/Mcal/day,defaultnz,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.235433,0.239777,0.243293,0.251614,0.265502,0.279956,0.29625,0.308293,0.321129,0.333335,0.345648,0.35575,0.367546,0.366494,0.364767,0.363278,0.361811
2005$/Mcal/day,defaultnz,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.197265,0.201127,0.204632,0.212242,0.226866,0.245084,0.264445,0.273956,0.286871,0.301721,0.316823,0.330641,0.34623,0.345618,0.343634,0.341334,0.339573
2005$/Mcal/day,defaultnz,South America_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.494727,0.505717,0.516087,0.537145,0.568936,0.598819,0.634486,0.664145,0.69715,0.732038,0.764196,0.79354,0.827034,0.829245,0.828744,0.828209,0.827464
2005$/Mcal/day,defaultnz,South America_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.272538,0.279501,0.285064,0.295851,0.31302,0.329286,0.349969,0.367037,0.385771,0.404686,0.423916,0.44044,0.458266,0.459164,0.456658,0.455311,0.454688
2005$/Mcal/day,defaultnz,South Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.263696,0.271841,0.278526,0.289929,0.306813,0.323856,0.343357,0.360127,0.378254,0.397853,0.416989,0.433409,0.451042,0.451529,0.450249,0.44944,0.448591
2005$/Mcal/day,defaultnz,South Korea,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.827669,0.844919,0.857468,0.88406,0.923694,0.959197,1.0009,1.03371,1.06994,1.10712,1.14437,1.17698,1.21202,1.21044,1.20582,1.202,1.19874
2005$/Mcal/day,defaultnz,Southeast Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.287995,0.294198,0.298521,0.306373,0.31853,0.33084,0.345497,0.356106,0.367814,0.379577,0.39115,0.401097,0.412173,0.411424,0.409512,0.407965,0.406707
2005$/Mcal/day,defaultnz,Taiwan,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.26931,0.274814,0.278733,0.287573,0.302265,0.315899,0.332439,0.344332,0.356899,0.369799,0.38254,0.393844,0.406363,0.405354,0.403315,0.401568,0.400123
2005$/Mcal/day,defaultnz,USA,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.281336,0.288081,0.293114,0.30279,0.319269,0.33728,0.359473,0.375159,0.392734,0.410968,0.429564,0.445609,0.463379,0.463273,0.461353,0.45971,0.458492
