"","Scenario","Land_Type","year","min","low_1.5*IQR","Q25","median","Q75","hi_1.5*IQR","max"
"37","CURRENT","c) Forests (Harvested)",2050,-26.8441873919341,-26.8441873919341,3.28917503208219,17.1345325648977,32.6192502192097,75.377141815157,75.377141815157
"38","UNIFORM30","c) Forests (Harvested)",2050,-28.0249583939389,-28.0249583939389,-1.99747164678573,14.2801654855933,30.1749406894325,68.6346882369453,68.6346882369453
"39","BIODIV","c) Forests (Harvested)",2050,-27.1355858461137,-27.1355858461137,-0.980927185719687,13.9016199608336,30.3666964164107,73.8848629012926,73.8848629012926
"40","BIODIV30","c) Forests (Harvested)",2050,-27.6072169240595,-27.6072169240595,-0.850391207762059,13.9544026137725,30.6311385329861,73.8964388961623,73.8964388961623
"41","CURRENT","c) Forests (Harvested)",2075,-42.4405322579627,-42.4405322579627,2.16089553927421,12.2538786262214,45.6136281174315,77.755916528227,119.907330575583
"42","UNIFORM30","c) Forests (Harvested)",2075,-43.352050474612,-43.352050474612,0.00693164639040691,10.3652629963322,37.5688687564766,74.6845325690559,110.443493778671
"43","BIODIV","c) Forests (Harvested)",2075,-42.662318270549,-42.662318270549,-1.26265113648434,10.064366424402,39.8255713631926,76.742167596994,118.061932596977
"44","BIODIV30","c) Forests (Harvested)",2075,-43.0292294128202,-43.0292294128202,-0.268538250315057,9.88163069945905,40.690338023782,76.8129243251091,118.077094076983
"45","CURRENT","c) Forests (Harvested)",2100,-45.8491268712515,-45.8491268712515,3.22093372023953,18.427860841576,47.3693713622995,93.1877899646532,130.620965048691
"46","UNIFORM30","c) Forests (Harvested)",2100,-46.7280617298732,-46.7280617298732,1.10102015643538,15.2333182862911,45.2626703334075,83.8685154525857,121.195134394227
"47","BIODIV","c) Forests (Harvested)",2100,-46.1140783817787,-46.1140783817787,0.893536363027984,15.7641718268643,46.7802264641045,78.6511469548852,128.683778650587
"48","BIODIV30","c) Forests (Harvested)",2100,-46.4505243885379,-46.4505243885379,1.1804945907555,15.8862237950401,46.8228707818563,78.7017454794621,128.708979488976
"49","CURRENT","d) Forests (Unmanaged)",2025,-41.001831305931,-32.7161025754716,-17.3481338447319,-7.98097956245437,-3.90949851602169,3.45664509731226,3.45664509731226
"50","UNIFORM30","d) Forests (Unmanaged)",2025,-35.5905749569164,-28.6462768838046,-15.7818918978161,-9.9757206362173,-4.20613694206624,1.65613121025836,1.65613121025836
"51","BIODIV","d) Forests (Unmanaged)",2025,-39.3777139783907,-29.5601098173212,-15.819080303098,-8.66951584564493,-3.37556760793384,2.38665863227779,2.38665863227779
"52","BIODIV30","d) Forests (Unmanaged)",2025,-39.2679201279276,-29.5024545592676,-16.2187522532552,-8.62851336821192,-3.87136446054157,2.71361032174037,2.71361032174037
"53","CURRENT","d) Forests (Unmanaged)",2050,-62.1117971395132,-62.1117971395132,-46.6535109965865,-17.0690030016452,-2.2291353092681,41.4324798975362,41.4324798975362
"54","UNIFORM30","d) Forests (Unmanaged)",2050,-59.9263856420683,-59.9263856420683,-40.1252281138501,-15.5493484471792,-3.14474925523275,33.7363783656654,33.7363783656654
"55","BIODIV","d) Forests (Unmanaged)",2050,-58.0601671879807,-58.0601671879807,-38.590205547568,-16.1990589720202,-1.80465279524764,31.5776160964842,31.5776160964842
"56","BIODIV30","d) Forests (Unmanaged)",2050,-58.0061155128677,-58.0061155128677,-39.7406562728508,-16.232174278436,-2.77259943078732,33.5021207854974,33.5021207854974
"57","CURRENT","d) Forests (Unmanaged)",2075,-69.0852486961866,-69.0852486961866,-45.6224195428745,-10.5084670913104,0.499224316045613,31.9149973937997,77.2337804058642
"58","UNIFORM30","d) Forests (Unmanaged)",2075,-73.0955778823497,-73.0955778823497,-38.8482420517521,-9.80320103986591,-0.272684051353471,27.2669781648959,67.0732630562265
"59","BIODIV","d) Forests (Unmanaged)",2075,-70.9391931609336,-70.9391931609336,-38.8262448784366,-9.82118632259919,-0.146291837530316,30.4432234547612,61.8734119538606
"60","BIODIV30","d) Forests (Unmanaged)",2075,-70.8034269790255,-70.8034269790255,-39.8101730821582,-9.855736625262,0.0264306689409437,30.3974460987562,65.0558606228094
"61","CURRENT","d) Forests (Unmanaged)",2100,-71.11661611512,-71.11661611512,-44.1704276331912,-9.86838541294115,0.90079228568835,30.7545347181328,76.9817501555549
"62","UNIFORM30","d) Forests (Unmanaged)",2100,-74.6928878377315,-74.6928878377315,-37.7189793802051,-9.90574829853284,0.112760003322266,27.0620351995517,66.5739991547707
"63","BIODIV","d) Forests (Unmanaged)",2100,-72.7109145725421,-72.7109145725421,-38.2603710633648,-8.92926015422434,0.101093635340791,28.5140834608147,61.3957813209146
"64","BIODIV30","d) Forests (Unmanaged)",2100,-72.6059002487033,-72.6059002487033,-39.5720410960128,-9.40044444648448,0.386522668419285,28.5320455596235,64.5828591891318
"65","CURRENT","e) Grassland",2025,-27.6088136230504,-22.3387857246997,-13.0665636711671,-7.34099847414231,-4.56886127415756,-2.43441631562571,-2.43441631562571
"66","UNIFORM30","e) Grassland",2025,-23.8633275760919,-23.8633275760919,-12.7300273132486,-6.93850781885747,-4.71290058497539,-2.31972801870689,-2.31972801870689
"67","BIODIV","e) Grassland",2025,-22.721502077366,-22.721502077366,-12.3246908215212,-7.11242371191561,-4.9332953903098,-1.33137298874131,-1.33137298874131
"68","BIODIV30","e) Grassland",2025,-22.6265209009376,-22.6265209009376,-12.1711251276192,-7.10494816879455,-4.74856203247338,-2.22823474482775,-2.22823474482775
"69","CURRENT","e) Grassland",2050,-62.584417888337,-62.584417888337,-33.5512091575293,-24.7468543064869,-10.5350121873238,8.59175628736015,8.59175628736015
"70","UNIFORM30","e) Grassland",2050,-52.0274145314009,-52.0274145314009,-28.3676424929117,-20.9910197329066,-8.64615497319509,9.08469865374329,9.08469865374329
"71","BIODIV","e) Grassland",2050,-55.7457267484555,-55.7457267484555,-28.7751899862257,-21.3521145378931,-7.17138623938076,8.71514847867189,8.71514847867189
"72","BIODIV30","e) Grassland",2050,-55.8694275085067,-55.8694275085067,-28.6669656812896,-24.0140140604402,-8.87974190081111,8.68646206364425,8.68646206364425
"73","CURRENT","e) Grassland",2075,-70.3919300944116,-70.3919300944116,-36.1929165242205,-19.3952181137743,-7.46523786107156,10.74788704557,10.74788704557
"74","UNIFORM30","e) Grassland",2075,-56.4781339906704,-56.4781339906704,-32.7472402212574,-16.1923772050611,-6.61314671372556,11.1690856739149,11.1690856739149
"75","BIODIV","e) Grassland",2075,-60.9916873292136,-60.9916873292136,-30.5237386780606,-17.0716519903557,-5.71669781744079,10.8729017282316,10.8729017282316
"76","BIODIV30","e) Grassland",2075,-61.2784344642667,-61.2784344642667,-30.5434892866933,-17.0296964862744,-7.36256801637328,10.8372242926321,10.8372242926321
"77","CURRENT","e) Grassland",2100,-70.9867251390507,-70.9867251390507,-36.8678886666349,-18.371504744439,-8.60464941674665,6.97773236949159,6.97773236949159
"78","UNIFORM30","e) Grassland",2100,-56.7182816356361,-56.7182816356361,-32.1666661701393,-14.6278811709885,-6.63660040218897,7.18004904906263,7.18004904906263
"79","BIODIV","e) Grassland",2100,-61.3113957494103,-61.3113957494103,-29.9245723216856,-16.1435937353847,-7.22693005383945,7.08146603095394,7.08146603095394
"80","BIODIV30","e) Grassland",2100,-61.6096934956009,-61.6096934956009,-31.6976372071437,-16.1018603756542,-7.54469440827856,7.06540415131316,7.06540415131316
"81","CURRENT","f) Grazed Pasture",2025,-18.5894382228479,-0.855653700160291,5.22555898599825,13.1385118156187,17.7817869377475,26.6114884054294,37.2815137590414
"82","UNIFORM30","f) Grazed Pasture",2025,-18.3200262952005,-2.88940535337102,3.76037338407213,13.1822503718543,17.8853964906928,34.9176529416247,34.9176529416247
"83","BIODIV","f) Grazed Pasture",2025,-17.9927735126576,-3.65081235138939,4.68863705265833,13.3317921309501,18.3333027651674,35.9803904919301,35.9803904919301
"84","BIODIV30","f) Grazed Pasture",2025,-18.243832517683,-3.6065650790972,5.10085038262386,13.2914642710569,18.3048298517707,35.9788794938327,35.9788794938327
"85","CURRENT","f) Grazed Pasture",2050,-54.2740317997381,-54.2740317997381,-5.07025265239058,23.9265019994312,44.9095758750282,119.828138055631,124.515816299646
"86","UNIFORM30","f) Grazed Pasture",2050,-53.936746217583,-53.936746217583,-7.50547012896543,14.7250355758961,38.5464836500539,106.598776641702,117.235817946599
"87","BIODIV","f) Grazed Pasture",2050,-53.7272310440589,-53.7272310440589,-6.37318360203841,19.6169772039757,36.931283243976,68.0845326421231,124.025116324886
"88","BIODIV30","f) Grazed Pasture",2050,-53.6593674025177,-53.6593674025177,-6.23244025780421,19.7026046253634,38.5090894778048,67.9378069258514,124.015081430785
"89","CURRENT","f) Grazed Pasture",2075,-58.7339032037425,-58.7339032037425,3.34808764629929,27.5003848558569,55.902315575357,109.830225165301,201.728612275513
"90","UNIFORM30","f) Grazed Pasture",2075,-61.0110993863467,-61.0110993863467,2.12453192333469,23.6580596157535,57.9740288897765,100.885593404842,186.788478273786
"91","BIODIV","f) Grazed Pasture",2075,-62.0411186369643,-62.0411186369643,0.340588244772066,25.7866105895586,50.6061872467433,109.581815142674,199.553110069723
"92","BIODIV30","f) Grazed Pasture",2075,-62.0087305683404,-62.0087305683404,0.384608724613215,25.7944578853364,51.4769304453622,109.412082989222,199.557210395937
"93","CURRENT","f) Grazed Pasture",2100,-53.1720161626481,-53.1720161626481,5.72842761184952,32.0664774460698,68.7286888281258,127.062941524357,232.096714409237
"94","UNIFORM30","f) Grazed Pasture",2100,-55.1437301030186,-55.1437301030186,4.55575718084779,23.4993479482676,68.1469804627586,157.220881971352,213.524714304368
"95","BIODIV","f) Grazed Pasture",2100,-56.1671853313257,-56.1671853313257,4.39259025615556,25.6033012710354,63.3110860633248,126.391474975596,229.253796871158
"96","BIODIV30","f) Grazed Pasture",2100,-56.154425383623,-56.154425383623,4.42885807060229,25.7044756072046,63.844263693778,126.690839538997,229.25065619576
"97","CURRENT","g) Shrubland",2025,-20.6166642795112,-15.5859687832431,-7.63472380084534,-5.30023686610423,-1.52083342385753,-0.303171596928164,-0.303171596928164
"98","UNIFORM30","g) Shrubland",2025,-18.2342473615029,-14.8323281717458,-7.12769195221452,-5.12377963844505,-1.66559240515077,-0.268434435330189,-0.268434435330189
"99","BIODIV","g) Shrubland",2025,-18.6762871459149,-15.0891316161617,-7.33518449842602,-5.28862398967772,-1.60853114177021,-0.211244657268556,-0.211244657268556
"100","BIODIV30","g) Shrubland",2025,-18.6951950872995,-15.9601726749215,-7.40185188357947,-5.27157741566683,-1.57332141291472,-0.253597471376735,-0.253597471376735
"101","CURRENT","g) Shrubland",2050,-58.097236862253,-58.097236862253,-29.0561558177308,-9.44351640059775,-2.08723923544827,19.0178929331784,19.0178929331784
"102","UNIFORM30","g) Shrubland",2050,-45.6914070523697,-45.6914070523697,-24.6080510815352,-9.1795748060938,-3.72321667217187,11.5644909523858,11.5644909523858
"103","BIODIV","g) Shrubland",2050,-56.9400681801938,-39.5393825265436,-23.5561702820207,-9.08650069305598,-2.67514744951276,13.4729885083432,13.4729885083432
"104","BIODIV30","g) Shrubland",2050,-56.8562566663384,-39.6625477898706,-23.5262186867523,-9.24757510364178,-2.65667358967924,13.8144400684154,13.8144400684154
"105","CURRENT","g) Shrubland",2075,-59.7777238327401,-51.1198451895522,-23.4689375744161,-10.6822000836481,-1.17901432906231,29.0429651579093,29.0429651579093
"106","UNIFORM30","g) Shrubland",2075,-46.2610616465615,-46.2610616465615,-19.7953925830826,-9.12619468738392,-1.28849368910596,20.1067053950119,20.1067053950119
"107","BIODIV","g) Shrubland",2075,-58.3671648825507,-45.1334235153661,-19.3844285821078,-9.10071844619666,-0.485300027451236,22.3964031711223,22.3964031711223
"108","BIODIV30","g) Shrubland",2075,-58.3200665330533,-45.0371341457867,-19.3571661613127,-9.49035181838455,-0.531945804999697,22.8052356519284,22.8052356519284
"109","CURRENT","g) Shrubland",2100,-57.6368389691499,-52.069826037868,-23.085484719264,-10.9986418442691,-1.13501449844284,29.2780602498345,29.2780602498345
"110","UNIFORM30","g) Shrubland",2100,-45.8734576162598,-44.6996107689282,-19.0005231500237,-9.99711720403092,-1.35882611200463,20.3074336837153,20.3074336837153
"111","BIODIV","g) Shrubland",2100,-56.3185898434476,-45.3929052080095,-18.4546203137857,-10.0429701926682,-0.482721182149393,22.602858734973,22.602858734973
"112","BIODIV30","g) Shrubland",2100,-56.2681039635618,-45.3516619726483,-18.4603239988932,-10.0884299515669,-0.529200529563087,23.0190635280865,23.0190635280865
