"","Scenario","Land_Type","year","min","low_1.5*IQR","Q25","median","Q75","hi_1.5*IQR","max"
"47","BIODIV","c) Forests (Harvested)",2100,-14.9973054676943,-14.9973054676943,27.6590587927043,51.2227467909461,68.5222502924832,116.57589664197,225.299537151039
"48","BIODIV30","c) Forests (Harvested)",2100,-15.0469089626906,-15.0469089626906,26.4716737130477,52.4943014522835,68.6401797773611,116.448726455085,227.902017602813
"49","CURRENT","d) Forests (Unmanaged)",2025,-24.3844476823795,-11.7335382660687,-8.23163408952891,-5.7115169961662,-2.71553207796477,0.470045596082885,0.470045596082885
"50","UNIFORM30","d) Forests (Unmanaged)",2025,-21.5448498533082,-15.0398941636979,-7.89196894709877,-5.61894658526581,-2.6146970831379,0.46512167433862,0.46512167433862
"51","BIODIV","d) Forests (Unmanaged)",2025,-22.2187405657938,-15.8238605251422,-7.71312043618029,-5.61455756154507,-1.98354857942037,0.364038531399402,0.364038531399402
"52","BIODIV30","d) Forests (Unmanaged)",2025,-22.1795309738797,-15.7416293179745,-7.88455457238426,-5.74184161413525,-2.54833178416414,0.463042821448269,0.463042821448269
"53","CURRENT","d) Forests (Unmanaged)",2050,-55.2058140775886,-55.2058140775886,-28.0424735565234,-15.7424881477759,-9.08849924417527,-1.21440676306664,-1.21440676306664
"54","UNIFORM30","d) Forests (Unmanaged)",2050,-47.3402558762161,-47.3402558762161,-26.1385208872515,-15.402907501505,-9.14426682291536,-1.25149337719444,-1.25149337719444
"55","BIODIV","d) Forests (Unmanaged)",2050,-49.4829019417683,-49.4829019417683,-26.0044752238558,-14.5776854789031,-6.62546013456496,-0.863457645585907,-0.863457645585907
"56","BIODIV30","d) Forests (Unmanaged)",2050,-49.4304181408087,-49.4304181408087,-26.4813007457727,-14.4754105918139,-8.23801735136196,-1.23016895859776,-1.23016895859776
"57","CURRENT","d) Forests (Unmanaged)",2075,-65.0648888316149,-65.0648888316149,-41.7217503537453,-20.5050396044793,-9.90509325544913,-2.33786680109594,-2.33786680109594
"58","UNIFORM30","d) Forests (Unmanaged)",2075,-54.9048479874732,-54.9048479874732,-35.9314377544628,-19.2104924583174,-9.34823074510983,-2.42183493466194,-2.42183493466194
"59","BIODIV","d) Forests (Unmanaged)",2075,-57.8152826189528,-57.8152826189528,-39.0136096934798,-19.4717269332571,-8.69144532560874,-1.71672139803386,-1.71672139803386
"60","BIODIV30","d) Forests (Unmanaged)",2075,-57.7778570534885,-57.7778570534885,-38.8115105728166,-19.3151352416412,-9.53403149986982,-2.37374458103639,-2.37374458103639
"61","CURRENT","d) Forests (Unmanaged)",2100,-67.8227714284734,-67.8227714284734,-42.8567918040073,-19.8732729414525,-9.41915390350743,-1.70997371977929,-1.70997371977929
"62","UNIFORM30","d) Forests (Unmanaged)",2100,-56.9168321719372,-56.9168321719372,-37.065722019369,-20.1291493288146,-9.51885753647089,-1.43413144526035,-1.43413144526035
"63","BIODIV","d) Forests (Unmanaged)",2100,-60.0752120700961,-60.0752120700961,-37.7766481164058,-17.4864273547672,-8.33629880834727,-1.92023127847486,-1.92023127847486
"64","BIODIV30","d) Forests (Unmanaged)",2100,-60.0487624187908,-60.0487624187908,-37.5621846986055,-17.9233472274619,-9.42221706535799,-1.6759579958327,-1.6759579958327
"65","CURRENT","e) Grassland",2025,-14.7912320387908,-14.7912320387908,-8.13672457730419,-4.69173644803966,-2.44284585467216,3.51378243911465,3.51378243911465
"66","UNIFORM30","e) Grassland",2025,-13.1290754034789,-13.1290754034789,-7.80151048648105,-4.25365925626499,-2.37567028705939,3.46720405844502,3.46720405844502
"67","BIODIV","e) Grassland",2025,-12.6513952109184,-12.6513952109184,-8.00963716176279,-4.53242478423847,-2.49574851046663,3.6468507540798,3.6468507540798
"68","BIODIV30","e) Grassland",2025,-12.5800524179268,-12.5800524179268,-7.95022743404409,-4.52392001259726,-2.3762243497605,3.33333027845861,3.33333027845861
"69","CURRENT","e) Grassland",2050,-43.9013569816816,-43.9013569816816,-30.8176307865422,-14.4706893008577,-8.49368216709566,-3.13084372038685,-3.13084372038685
"70","UNIFORM30","e) Grassland",2050,-39.1218316253646,-39.1218316253646,-25.659849033751,-13.5655546579128,-8.05573346785808,-3.35509529416343,-3.35509529416343
"71","BIODIV","e) Grassland",2050,-42.2864489746198,-42.2864489746198,-26.86519339103,-14.5648097493282,-8.46864654451087,-3.21715204010264,-3.21715204010264
"72","BIODIV30","e) Grassland",2050,-42.3169260584862,-42.3169260584862,-26.8367073265711,-14.5385983610065,-8.39042964723573,-3.04263383439152,-3.04263383439152
"73","CURRENT","e) Grassland",2075,-62.4215658232768,-62.4215658232768,-37.6945265857293,-19.6363606650851,-10.7723929929119,-4.4139021110926,-4.4139021110926
"74","UNIFORM30","e) Grassland",2075,-51.1579930001902,-51.1579930001902,-32.3658563991493,-17.6655876190537,-10.4675359433405,-4.2834002255205,-4.2834002255205
"75","BIODIV","e) Grassland",2075,-58.1456097383492,-58.1456097383492,-32.8283966323341,-18.847982387607,-10.6485323804152,-4.48700848055889,-4.48700848055889
"76","BIODIV30","e) Grassland",2075,-58.2734800503643,-58.2734800503643,-32.7067660505317,-18.6067222158958,-10.392181918254,-4.30966807888893,-4.30966807888893
"77","CURRENT","e) Grassland",2100,-67.3608511674374,-67.3608511674374,-38.2979160078525,-17.5013737636746,-11.3323818438437,3.47592505145441,3.47592505145441
"78","UNIFORM30","e) Grassland",2100,-53.9999569180462,-53.9999569180462,-32.354802132462,-16.7472987500753,-10.7867980074388,2.65206607634837,2.65206607634837
"79","BIODIV","e) Grassland",2100,-62.0829836344455,-62.0829836344455,-34.4917820588715,-16.9289868402683,-11.3692691576695,2.8542163461463,2.8542163461463
"80","BIODIV30","e) Grassland",2100,-62.2626053862552,-62.2626053862552,-34.171787593864,-16.6769991441913,-11.2461792765063,2.96344358764298,2.96344358764298
"81","CURRENT","f) Grazed Pasture",2025,-19.71642341403,2.77111481329647,7.58550517748274,12.416776291983,17.9092340847534,29.9724663764496,44.6723386001486
"82","UNIFORM30","f) Grazed Pasture",2025,-19.5425326828297,2.53735379033031,7.09216902909861,12.2780011289852,17.6029064051723,29.2416725374531,42.0037546929807
"83","BIODIV","f) Grazed Pasture",2025,-18.9589553126421,2.85986550018753,6.9758323725176,11.6780304152084,17.7713268587978,29.7363813816178,43.7967143073781
"84","BIODIV30","f) Grazed Pasture",2025,-19.2603776903075,2.76500911493542,6.91050737902406,12.2247289190579,17.7887525398303,29.7392038018,43.7502568860918
"85","CURRENT","f) Grazed Pasture",2050,7.94071306001002,7.94071306001002,26.5159711124257,37.1541678820418,62.4784111535693,108.62209559827,139.694435215742
"86","UNIFORM30","f) Grazed Pasture",2050,5.62515712870916,5.62515712870916,24.5503838047855,35.3365720756907,61.7525535111992,116.838795196494,129.018081155208
"87","BIODIV","f) Grazed Pasture",2050,7.58871262664918,7.58871262664918,24.767671310098,37.4392124211809,61.7027941360821,105.143075023478,135.109520233692
"88","BIODIV30","f) Grazed Pasture",2050,7.65033347881589,7.65033347881589,24.7140571458875,37.1383108285326,62.3781238549676,104.703811693705,135.132463810244
"89","CURRENT","f) Grazed Pasture",2075,11.6429125925668,11.6429125925668,36.917892469294,57.7691018679951,88.9350880202635,108.445788976377,226.059679854773
"90","UNIFORM30","f) Grazed Pasture",2075,9.36728773889218,9.36728773889218,37.0613250891437,55.1665908258301,85.158182586644,144.076661326142,192.384061294704
"91","BIODIV","f) Grazed Pasture",2075,12.0619806798882,12.0619806798882,35.8419566462405,56.8918138801226,87.2373347007681,161.57195525054,209.914404845464
"92","BIODIV30","f) Grazed Pasture",2075,12.1545467063157,12.1545467063157,36.13512258339,57.4795154573631,88.4478772622485,161.229520680622,211.201698884087
"93","CURRENT","f) Grazed Pasture",2100,2.01839937663949,2.01839937663949,46.7839392473632,66.6696203528638,94.3505233087041,127.842010040437,260.098935027797
"94","UNIFORM30","f) Grazed Pasture",2100,2.91276357780049,2.91276357780049,46.4191443764679,65.6889113686487,90.5031427851777,153.991596351483,210.102958179746
"95","BIODIV","f) Grazed Pasture",2100,2.86082700650424,2.86082700650424,43.9228978216285,65.5577936968705,92.2138664515983,133.123509108415,234.773225029773
"96","BIODIV30","f) Grazed Pasture",2100,2.69433625890512,2.69433625890512,44.5809259610606,68.4414347189057,93.5642912185154,131.864419018778,237.488731663716
"97","CURRENT","g) Shrubland",2025,-11.889736589281,-9.63778356014057,-4.5316703064471,-3.14221611651053,-0.712153295409749,1.94103781766948,1.94103781766948
"98","UNIFORM30","g) Shrubland",2025,-10.1540499129769,-10.1540499129769,-4.51869238875379,-3.06495530777481,-0.735642223913216,1.92263854100034,1.92263854100034
"99","BIODIV","g) Shrubland",2025,-11.8442234389223,-8.16468612296758,-4.55833663742038,-3.23255868814442,-0.67897804486602,2.51464126203092,2.51464126203092
"100","BIODIV30","g) Shrubland",2025,-11.8227432781767,-8.12841691276033,-4.58378300273672,-3.16087723314286,-0.682087230611826,2.4919716493429,2.4919716493429
"101","CURRENT","g) Shrubland",2050,-32.104054204451,-32.104054204451,-17.979240280938,-8.04931388738772,-2.54593551485113,-0.435442762742132,-0.435442762742132
"102","UNIFORM30","g) Shrubland",2050,-26.7495392790795,-26.7495392790795,-15.90727377263,-7.70906033367941,-3.11422307959233,-0.40721781770234,-0.40721781770234
"103","BIODIV","g) Shrubland",2050,-31.8503825730557,-31.8503825730557,-14.6352288401861,-7.53094106218602,-2.97609458986111,-0.348796424656612,-0.348796424656612
"104","BIODIV30","g) Shrubland",2050,-31.7796298822331,-31.7796298822331,-14.5761740306548,-7.42118884198712,-2.9593351920115,-0.34736260196875,-0.34736260196875
"105","CURRENT","g) Shrubland",2075,-39.3415919424554,-39.3415919424554,-28.4826882881203,-9.83201191000236,-3.9676086819215,-0.607028441464022,-0.607028441464022
"106","UNIFORM30","g) Shrubland",2075,-32.542238229525,-32.542238229525,-23.1290574870606,-9.60949341907515,-4.25537197156094,-0.562741137462205,-0.562741137462205
"107","BIODIV","g) Shrubland",2075,-39.047598550697,-39.047598550697,-20.0737625466128,-8.87907256235662,-4.49887381032832,-0.398002863468325,-0.398002863468325
"108","BIODIV30","g) Shrubland",2075,-38.9393264524283,-38.9393264524283,-19.8844838684222,-8.81690628768004,-4.45684070119872,-0.396253371777461,-0.396253371777461
"109","CURRENT","g) Shrubland",2100,-42.3465481812122,-42.3465481812122,-29.5540353739274,-10.0896233939242,-4.01009381105446,1.40848632960865,1.40848632960865
"110","UNIFORM30","g) Shrubland",2100,-35.5260104010698,-35.5260104010698,-23.9963308143924,-9.3349477590488,-4.53827822039727,1.29138333205145,1.29138333205145
"111","BIODIV","g) Shrubland",2100,-39.863512816922,-39.863512816922,-21.3578641025656,-9.43891922344071,-3.94221842175029,1.34664213866088,1.34664213866088
"112","BIODIV30","g) Shrubland",2100,-39.8311835670095,-39.8311835670095,-21.2167018378353,-9.37470127786319,-3.92563382979252,1.39536028959487,1.39536028959487
